,iv_surface,skew,slope,log_returns
1768,"[[0.46291123 0.25872054 0.1594106  0.23410971        nan]
 [0.45521281 0.31774042 0.15587369 0.20708918 0.3185795 ]
 [0.43928758 0.2764857  0.16758511 0.26268726 0.35234204]
 [0.49586706 0.32029539 0.18249826 0.25214465 0.36644111]
 [0.49596547 0.25788123 0.16088644 0.28806815 0.34923292]]",-0.14842288665602474,0.0050127492617858815,-0.0025220740148550022
1769,"[[0.35757635 0.26716844 0.15113785 0.22702828 0.29445169]
 [0.3996303  0.21077871 0.159137   0.22120283 0.28756171]
 [0.41135476 0.28936218 0.15466266 0.23754531 0.31714142]
 [0.40959511 0.26857504 0.15341491 0.20970165        nan]
 [0.47280425 0.26923548 0.18150773 0.27251749 0.31611516]]",-0.12397821520580622,0.02237072713207719,0.002297841488232031
1770,"[[6.17279419 0.02398076        nan 0.68419659 0.90213806]
 [3.58176869 1.67165863 0.35966558 0.71088956 0.99818444]
 [4.74001172 2.53963373 0.33429271 0.8136103  1.05680941]
 [4.26973415 0.94071834 0.38228948 0.57651922        nan]
 [4.26899762 0.69737796 0.33913777 0.68382744 0.92513383]]",-0.20018991831444383,-0.02052780203361043,-0.0019074192392341993
1771,"[[0.38013684 0.23605131 0.13040113 0.20010696 0.27722069]
 [0.37936207 0.22613498 0.13933639 0.23762242 0.27582271]
 [0.37178678        nan 0.17449054 0.18867029 0.26248653]
 [0.36108537 0.25854652 0.15945419        nan 0.29287233]
 [0.41648311        nan 0.17684445 0.22811064 0.32219274]]",,0.037508060717206554,0.0012769354781382446
1772,"[[0.47015063 0.23659125 0.16140664 0.25720468 0.32319836]
 [0.47101234 0.28296053 0.1803552  0.20880772 0.38302434]
 [0.48675335 0.28801689 0.15913452        nan 0.34389895]
 [0.51124455 0.32649053 0.17024528 0.26037783 0.35965983]
 [0.47671402 0.3060245  0.16257261 0.26930472        nan]]",-0.1371889281429237,-0.01778258751051931,-0.0022589933928311027
1773,"[[0.51143068 0.22103933 0.16133944 0.23399111 0.33758429]
 [0.49119468 0.28122018 0.15095357 0.27205645 0.34377801]
 [0.45992894 0.29916066 0.15986355        nan 0.30999794]
 [0.51381661 0.30147281 0.17574064 0.25702388 0.37452549]
 [0.47966861 0.32645585 0.17387468 0.23692405 0.37235067]]",-0.1535161766776218,0.022921102582147912,-0.0034317713674275312
1774,"[[0.44871397 0.26258028 0.13621568 0.21302245 0.3397117 ]
 [0.46294744 0.2814862  0.15414457 0.26155382        nan]
 [0.39602482        nan 0.16866689 0.23558434        nan]
 [0.43580565 0.26284097 0.16312231        nan 0.33186578]
 [0.48261995 0.199133   0.18809726 0.24912203 0.31942142]]",,0.03395269708652876,-0.004469634496205581
1775,"[[4.86818001 2.09358725        nan        nan        nan]
 [5.38874716 2.37200419 0.1539617         nan 0.80333815]
 [5.37562827 0.65759458        nan 0.45725898        nan]
 [       nan 2.14597487 0.11424696 0.48166687 0.68133846]
 [5.54526427 1.19059797 0.15682185 0.34561709 0.73090048]]",0.7179070407773772,0.0028601439465868184,0.0002009153573574839
1776,"[[5.53466053 4.87153126 2.92278522 1.40060814 0.35218045]
 [6.11675781 4.4154758  2.49943047 1.87911326 0.42687635]
 [6.60727951 4.18142828 2.69376846 0.99725971 0.54220307]
 [5.91992789 3.79251437 2.59666067 1.57039447 0.23975134]
 [6.18231919 4.47784997 2.52198822 1.16870274 0.54884012]]",-1.485600725194139,0.022557749954250195,0.001989323089575972
1777,"[[5.00937858 3.06900636 1.4225443  0.32946793 0.58785754]
 [6.17473842 2.70884415 1.06338081 0.37895756 0.46656012]
 [5.43253733 3.67665917 0.03949331 0.1535555  0.46653604]
 [5.90274349 2.72642299 0.78510775 0.30234111 0.60171182]
 [5.40509897        nan 0.25852723 0.19621114        nan]]",0.42693319331337753,-0.8048535789384772,-0.0016365464940899944
1778,"[[5.16855835 4.16475256 2.08505262 0.45097606 0.12633491]
 [5.72251764 3.45056896 2.08453624        nan 0.20333636]
 [6.02368784 3.88237837 2.48087365 0.58956764 0.34738536]
 [6.19987585 3.98913336 1.65580935 0.92293839        nan]
 [6.3824471  4.76304444 2.12804507 0.46367773 0.38962384]]",-0.12271185933184992,0.043508835269014945,-0.0020166506158833834
1779,"[[6.30117668 3.3889375  1.90094252 0.48109183        nan]
 [6.78697078 3.48800028        nan 0.32966892 0.16087664]
 [5.75744583 3.79780678 1.85461826        nan        nan]
 [6.32765633 4.4430484  1.35643805 0.02223481 0.162246  ]
 [5.89360478 3.7641581  1.82883369 0.85413241 0.0929222 ]]",0.8539687499183883,,0.0009710287424152744
1780,"[[5.94611911 4.44455132 3.47505748 2.14836473 0.84286476]
 [6.13104981 4.46950305 3.00845059        nan 1.22002635]
 [6.26914041 4.27848176 2.73766564 1.95908219 0.88732472]
 [5.90742916 4.59436828 3.036906   1.63999705 1.20928963]
 [6.46950946 4.52142057 3.05655544 2.17355715 1.38936513]]",-1.5597203842012175,0.04810485442221113,-0.0008481107105485785
