,"(1, 0.7)","(1, 0.85)","(1, 1.0)","(1, 1.15)","(1, 1.3)","(3, 0.7)","(3, 0.85)","(3, 1.0)","(3, 1.15)","(3, 1.3)","(6, 0.7)","(6, 0.85)","(6, 1.0)","(6, 1.15)","(6, 1.3)","(12, 0.7)","(12, 0.85)","(12, 1.0)","(12, 1.15)","(12, 1.3)","(24, 0.7)","(24, 0.85)","(24, 1.0)","(24, 1.15)","(24, 1.3)",Log Return,Skew,Slope
1,0.19050151120112824,0.19048039787511142,0.23061789919572828,0.185064474120528,0.19734049890659713,0.19297551933609683,0.18478697793083906,0.2371435145052682,0.20095729990454037,0.19488226624273483,0.2092625820731948,0.20740952133856227,0.22077620808699827,0.19870561929704586,0.1902863805213317,0.20391836033927788,0.20802927100976845,0.22667990387559733,0.20945192454477338,0.20314868851171725,0.2120255517566374,0.20154847762263361,0.2274188188350399,0.20948277013008107,0.20554952049015673,-0.003625312468276483,-0.021903194958682537,-0.003199080360688389
2,0.18107749624218863,0.18453331841516168,0.22147197634833898,0.20056207057423947,0.19117379804466636,0.186024911643764,0.20836869951288792,0.22629726889851232,0.1897343889839637,0.2052251618140676,0.19862536310201512,0.19922180511359383,0.24310363643774957,0.1914329020813121,0.19719795153405983,0.1952723063510336,0.1997392455179096,0.23583535972379532,0.19715623623851247,0.20059606694436907,0.21382159277454796,0.19903449091713943,0.2413571134897144,0.19336150739447167,0.21024317130089387,-0.0003080914618423885,-0.045159114333908845,0.01988513714137541
3,0.19280810138609933,0.18758506812222867,0.21771740058075192,0.20152181905615427,0.18715041847253616,0.19437899813767182,0.19700655082051866,0.23219776868350175,0.2089112503670167,0.19032155929852798,0.19025627824213204,0.20010299050376482,0.23430208946817754,0.20611539848325738,0.21106028104535754,0.20109100393157922,0.19930634603808708,0.2347011438069103,0.2042504962594559,0.1904402423792875,0.20776363722341495,0.20055618900125086,0.23850672232868803,0.20206352865671187,0.20029037813821515,0.0019894059034555062,-0.03719686349970666,0.0207893217479361
4,0.19393693816430438,0.20002859496923237,0.20776672699657836,0.1944884535346596,0.21118316331464562,0.2033698617588767,0.2028643555541248,0.22705588892927295,0.18978917153166774,0.19281975888978053,0.20053987182120536,0.19367087186315982,0.23138821852358007,0.19323580034795199,0.19812459523529324,0.19919932034307966,0.19873870690515077,0.24565817647030525,0.1925754168051357,0.20272208462459584,0.20069833061572742,0.2120880706722389,0.22756064740079454,0.1995932231332792,0.21608677087554795,0.001185827388775866,-0.02172000049803549,0.01979392040421618
5,0.18820752561053627,0.2056952758410318,0.20990402070888908,0.19271827425944127,0.19601459806886026,0.1904829495442072,0.1740869547645734,0.21791347194554275,0.19642657943399164,0.19386887598114141,0.19890817912460618,0.20474796749094706,0.22628393855335932,0.19687517796611373,0.1973034070270986,0.20622494029554908,0.20408769871191274,0.23325142834816937,0.20452935850272425,0.20063815447253727,0.20230684893549905,0.20711383892209406,0.2341330056341534,0.2118469325211041,0.2130248861572278,0.0006491205732181742,-0.024652619912554324,0.02422898492526432
6,0.18300484079528717,0.1967390765703903,0.22043275859698017,0.19338113172537527,0.1916754145733055,0.19984929556145123,0.203638448215281,0.23207623049060738,0.19730224949525982,0.1964140913991841,0.20237046990684693,0.20528040475075277,0.2178085231005306,0.20865842035313975,0.2051718798518516,0.1978277831127797,0.199368495123307,0.23651560086632617,0.19664087139793196,0.2016213159955541,0.20294838806283597,0.2045313557937125,0.23464612302313212,0.19156328360091657,0.20118156315409771,-0.0008836971529593063,-0.03659880332581758,0.014213364426151953
7,0.19814652672110794,0.1927031337346206,0.21410667051138754,0.1876786686583051,0.18669193191945094,0.20496825132755603,0.19617234830998515,0.22615220651086435,0.19589101501907902,0.1913307624544785,0.20078566895516484,0.2102254240125421,0.2351024992008338,0.20345163717254716,0.20508084814149688,0.19444348795581246,0.18839079472897008,0.22859536639888367,0.21272869204957834,0.20350665026268042,0.20307233718112558,0.2076606974634306,0.23865615759398343,0.2033084849119514,0.2107211731522554,0.0010736818517711646,-0.03317156640629243,0.024549487082595883
8,0.1795594431696051,0.19078932377952354,0.22139199856377076,0.1844781975582734,0.19370176477233825,0.19395612564073844,0.19473907562674475,0.22394039897384943,0.2043553955305424,0.20225533969235282,0.21856744139398016,0.20310004543888102,0.2395570349643646,0.19809263699695526,0.1959854225634831,0.18684027979190848,0.20519340421692495,0.24083499261764246,0.20419530524724425,0.19415807700511706,0.20817536282673557,0.1956358351012203,0.2332445254517478,0.20355206096221887,0.19855306276379178,0.003928052199409772,-0.033650577420028194,0.011852526887977027
9,0.19557683351415117,0.1887056518087884,0.21449827232728855,0.18540268293044185,0.18235663886263295,0.2066070513382772,0.19417838025455364,0.22494061942166169,0.20346548160044195,0.1910755101727694,0.18718797932518208,0.19933126996040906,0.2370525018759208,0.20451187876732352,0.22106512222522845,0.19812132067388633,0.19652366188393966,0.22264555725008964,0.19489797632658612,0.21638248387507328,0.21436422627862406,0.20308488110816933,0.24731452788869185,0.20086639071486045,0.19571222163943103,-0.003499134424849941,-0.04533889197717694,0.0328162555614033
10,0.20464634588023284,0.18629044819042953,0.21477947391745933,0.18318650888780538,0.18655629557033848,0.19706259293758158,0.19022894150497788,0.2268545987273698,0.19357830987617586,0.20021509618599362,0.19379701148035533,0.1989671240554743,0.2165865287964133,0.1915299471855893,0.1962042645995851,0.19777833287552934,0.19650748493996031,0.22987078392715693,0.19666812792961033,0.205039969805639,0.20488867202564054,0.2162157509918763,0.22001604898376034,0.2082288400092969,0.20519450598967215,-0.0013843729861089215,-0.007793753483173765,0.0052365750663010135
