,0.7,0.85,1.0,1.15,1.3
1,0.48463757619368236,0.2405025214165814,0.21746789543960035,0.18651136427931894,0.1870392836577507
3,0.304085417178889,0.17320486405414856,0.221894918503183,0.1937260247068256,0.1917608657988473
6,0.23166925066308933,0.17398780137843622,0.22660360891762654,0.19487252872088015,0.1958048080067028
12,0.18664973914240607,0.18465270400614126,0.22784748937583643,0.19842845841784937,0.19930159833783215
24,0.17920228705374208,0.19373340066471598,0.2312625466997417,0.20203377882927634,0.20394756015989746
