,"(1, 0.7)","(1, 0.85)","(1, 1.0)","(1, 1.15)","(1, 1.3)","(3, 0.7)","(3, 0.85)","(3, 1.0)","(3, 1.15)","(3, 1.3)","(6, 0.7)","(6, 0.85)","(6, 1.0)","(6, 1.15)","(6, 1.3)","(12, 0.7)","(12, 0.85)","(12, 1.0)","(12, 1.15)","(12, 1.3)","(24, 0.7)","(24, 0.85)","(24, 1.0)","(24, 1.15)","(24, 1.3)",Log Return,Skew,Slope
1,0.9379871653124368,0.04468219367555715,0.21884744726580838,0.21806102832014435,0.1330942682445417,0.03669803431003651,0.1478762176300452,0.21205250086237032,0.18729566056552274,0.19568134593827863,0.04047162626632319,0.04349375600728618,0.16684060960382127,0.27127646485104245,0.23905360391273178,0.040461091394172824,0.2754108316684111,0.34934259259976097,0.22719191202616942,0.1836649116135569,0.04012697600227266,0.17687735542334437,0.24834310129242076,0.14757544062823086,0.24673424251410694,-0.001,-0.098,0.036
2,1.1279655605618353,0.39636482001627193,0.34892843793694367,0.16555339764938629,0.1488238853644463,0.4796042519298777,0.17051810471581297,0.20152701503831064,0.13507769772331846,0.26604347191051436,0.5142074950312877,0.21333070168170476,0.16176544185742017,0.19649467437921894,0.18748688204588063,0.041219224287508356,0.17944498589685315,0.2531069602221248,0.12150953689571607,0.1684153009884063,0.04210052480030681,0.2494318966300086,0.26557778929118764,0.27795209733372533,0.20451461179070476,-0.002,-0.103,0.064
3,1.096334176715092,0.0413520249376222,0.2968392987267856,0.23867661537986895,0.14059691563744595,0.6032446625445089,0.22876587117475614,0.20551853141148388,0.11980651698054898,0.2683168178800844,0.04080500885083929,0.04096361541989831,0.21832522456149853,0.1651368761797507,0.24239832024478603,0.34223935230060887,0.11639725282741756,0.25175155693184514,0.18290191922346744,0.2846383441890908,0.03695566319327922,0.17713916241860997,0.19388167260677897,0.22569389561049186,0.24608256517773722,-0.001,-0.102,-0.012
4,0.7800544496084607,0.5850559652546796,0.1991195989391893,0.1289447761652612,0.2894386754163795,0.04082062935077291,0.041636933359380825,0.18968137127067544,0.14730750236672513,0.18555055382097946,0.04132492448179956,0.18797469879122358,0.17290096833363106,0.26127446675528837,0.23299691600398043,0.0393412062205062,0.04268987056595603,0.2953223758351123,0.23718208543490898,0.14646337113101324,0.03967639519753593,0.17389743565820215,0.21743421609831545,0.2392542957173929,0.12518317534446047,0.003,-0.155,0.028
5,0.7959490178785475,0.2805871630439756,0.1948650489447826,0.15781979715264752,0.24095281403126934,0.5950483008165032,0.0409761922547468,0.2502529055007323,0.17221974105372984,0.29835899719171216,0.44181619584234944,0.04197271400468941,0.2720409036838758,0.13475706500805149,0.23713150277045592,0.25081240165088003,0.16182407487047074,0.2876451076241999,0.18465158015178224,0.25279673249731405,0.2969565808348437,0.3002209857962067,0.34505145216756766,0.2303028873285659,0.3323941468641638,-0.0,-0.114,0.095
6,0.04387310531343467,0.039492290742466046,0.23073417384838021,0.1731448847581567,0.15654662629105223,0.04394043789926024,0.04162630394205222,0.23212934876833527,0.18896976908152616,0.16277922480727375,0.5246318810705928,0.09103958360548679,0.31414599416782474,0.16175858378936853,0.19884548562970564,0.2633637070637467,0.268513012500526,0.2577386871594879,0.1621344377667569,0.13132252810406267,0.3557357974931314,0.22632831856621433,0.2274726682736074,0.12989099953178435,0.20464990460687993,-0.003,-0.042,-0.005
7,0.037743602766017494,0.5346841578561055,0.2736417156212557,0.18657167723832982,0.14449909501641947,0.03929725952787051,0.4304219577938118,0.2348783779830283,0.2549686585525787,0.17632514060093948,0.03801663044628158,0.04162222222188083,0.24116405948497266,0.2478408464458692,0.22325069033713038,0.04266145176143767,0.2041879408595654,0.20994164476870314,0.17626025190654102,0.18653658857797084,0.2452079775921666,0.2833465804730609,0.27601562191675455,0.193063894743696,0.14831715413273014,-0.002,-0.02,0.041
8,0.042564831074496136,0.04134390480964359,0.27830466528217906,0.15948674425020873,0.24342629141319033,0.04097983195568965,0.039781802539620395,0.27223397841113967,0.1500549932552601,0.289517234332898,0.03957543629610975,0.31343547368355557,0.2668675911371223,0.2746097005829086,0.20511093801408584,0.04316144652468884,0.22179318189672556,0.3544835971970137,0.2880559684983177,0.21669897308908634,0.2506364618514804,0.17766696890303585,0.2826808314061037,0.08354431590369829,0.23098931280313809,0.004,-0.1,0.01
9,0.04414854653311313,0.04090853955351168,0.25302020599259806,0.25243610728387783,0.22787593439884227,0.49161726103399883,0.04067566804656536,0.25436480391438493,0.15403194711034676,0.22547093194956613,0.04218979794193905,0.16302031571479753,0.18917975418342348,0.24573672885344197,0.24097437242168443,0.3575509975498058,0.22791333300101232,0.2323457697444837,0.17866932696787788,0.19536572578397982,0.3800927760485512,0.1638589964319495,0.2966183540479705,0.13009200223023482,0.19413758558843913,0.0,-0.029,0.042
10,0.043506879565251184,0.5143936553394857,0.19639270847024695,0.22841606776349554,0.24288008985459694,0.04121766725652681,0.1969376061767241,0.20843769904200107,0.23892083473269,0.3069095095496721,0.4720310547046115,0.1934974492376332,0.21200962349718,0.1900633595132488,0.18801912601730428,0.28740627854264506,0.21093027584896473,0.2563063784053287,0.274184694532626,0.14205054862285854,0.21010015758587852,0.24883530344451468,0.2659189513058891,0.2638407856668687,0.212552313815402,0.003,-0.014,0.057
