Timestep,Asset Price
0,100.0
1,99.63812510429811
2,99.60743217703669
3,99.80578903136589
4,99.92421167008486
5,99.98909558810728
6,99.90077453928643
7,100.00809379094383
8,100.40170335707624
9,100.05099824055337
10,99.91258617042676
11,99.9582444305863
12,99.84956202494496
13,99.63635845529107
14,99.63155184794196
15,99.3144469183321
16,99.36942093837692
17,99.52039232339287
18,99.12527537720753
19,99.15253785794557
20,98.6238305656429
21,98.772227367585
22,99.03954962436521
23,99.11623547836949
24,98.87102011696865
25,98.88846599886804
26,98.43164242121978
27,98.19568598640994
28,97.67508180032186
29,97.91317045048366
30,97.94639494506548
31,97.91703153637269
32,97.59343765742697
33,97.6257130768536
34,97.69179852693568
35,97.59252627227377
36,97.52986466857551
37,97.00268638558879
38,96.84880589204978
39,97.0437133227829
40,97.25060467523099
41,97.25450769676019
42,97.32232707057321
43,97.64232012941282
44,97.81515808792174
45,97.72846290886885
46,97.85275979863096
47,97.84814964799516
48,97.90649683514467
49,97.818945948703
50,97.66400952837151
51,97.43788158692483
52,97.91689975347535
53,98.00283082813512
54,97.90044200909699
55,97.78573434851049
56,97.92315494184643
57,97.74278971737873
58,97.59948204442375
59,97.53794655137837
60,98.0455183560044
61,98.2263656741999
62,98.30967659252941
63,97.91672050267903
64,98.33179081272358
65,98.45720154040261
66,98.6491850865565
67,98.4695083572035
68,98.76965484099655
69,98.71528681072404
70,98.4214333618433
71,98.16647179214318
72,97.98005869950522
73,98.18378585830548
74,98.0258380002596
75,97.85201675178861
76,98.03829798181273
77,98.04426072158346
78,98.17955969599255
79,98.14231581119766
80,98.54464954072934
81,98.93066432657977
82,98.73250055130369
83,98.87967069334978
84,98.6507785306175
85,98.71472343414406
86,98.6425955201754
87,98.75511621415527
88,98.25828335670879
89,98.3198033612925
90,98.41637210756268
91,98.43168024734298
92,98.65293880181054
93,98.48376464238088
94,98.5624827350105
95,98.75262719150668
96,98.63671148357213
97,98.91275027843763
98,99.27943496295946
99,99.50330870437212
100,99.43219755954514
101,99.1618800825998
102,99.25312464078888
103,99.31469312597535
104,99.32289735648492
105,99.41339478130497
106,99.02854495057542
107,99.34695211387078
108,99.06462342256363
109,98.88482120010414
110,98.4099115762047
111,97.90733996400088
112,98.23055143020497
113,97.99972329319182
114,98.07801170828743
115,98.67681485558856
116,98.3171391454317
117,98.44037748693188
118,98.39233874708408
119,97.95104439873022
120,97.97280558048176
121,98.13727813909237
122,97.82431348755375
123,98.11130885704691
124,98.02927307892175
125,98.19967548171238
126,97.97427844233236
127,98.06192743299152
128,98.07416551016352
129,97.84720498422038
130,97.61162538867003
131,97.38158268026147
132,97.64671707415047
133,98.05464162848911
134,97.94005344679442
135,97.73098137158037
136,97.3982814387505
137,97.25025229356102
138,97.2185687469106
139,97.62955132195346
140,97.44231618704985
141,97.77609074435918
142,98.02793901286373
143,98.07552636177459
144,98.10379476889034
145,97.96974512258022
146,97.90793649692704
147,98.23030995951984
148,98.1089567358306
149,98.07068749794355
150,97.61229550459144
151,97.82421987761329
152,97.84286539211041
153,97.79058521904464
154,97.96804950500712
155,98.06516829594874
156,98.07559543910828
157,98.27192506972389
158,98.33448036343884
159,98.08667296911722
160,98.20006317212525
161,98.18270939901547
162,97.92081548689724
163,97.9083590262175
164,98.39442305567306
165,98.61949132663275
166,98.6146902751644
167,98.316934822622
168,98.42710186321743
169,98.62423770435974
170,98.9657669359791
171,98.98365267320945
172,98.93699586483865
173,98.68082355157676
174,98.93254624290228
175,99.04478964734913
176,99.25902710570679
177,99.29995374510149
178,99.2856970516236
179,99.2922141235338
180,99.49066849571606
181,99.01464116430968
182,99.34689702477912
183,99.12442421327091
184,98.86255598912184
185,98.47552963951391
186,98.2312759052982
187,98.24232051942282
188,98.09023580668513
189,97.99603375322661
190,98.01323955890567
191,97.92667274845167
192,97.60818940324415
193,97.17555913823094
194,97.38180811962474
195,96.8323507562759
196,96.95347443857614
197,96.96361303685025
198,96.98726695665354
199,96.91463162517395
200,97.49560413516588
201,98.18271741236242
202,98.03923418144643
203,98.28765368318962
204,98.85703962241828
205,98.91004583999303
206,99.03257981682783
207,99.09718651843554
208,98.94289356956934
209,99.10588697658467
210,99.08216377474577
211,98.70237044006872
212,98.51569668596876
213,98.49265919430752
214,98.99964260604446
215,99.21027534692465
216,99.11858759793621
217,99.02522411173346
218,99.42573869007266
219,99.51691828022629
220,99.53049696663474
221,99.74277632096938
222,99.996683528458
223,99.62537217968027
224,99.88649742860305
225,100.36256446348084
226,100.62722594782649
227,100.73401125454365
228,100.95717619687339
229,100.52349882374263
230,100.53832069674029
231,100.82146560514848
232,100.97110883662802
233,100.72041854251862
234,100.26670259934129
235,99.77845423365147
236,99.3808672404462
237,99.54275258358336
238,99.64736045719128
239,100.08182126385786
240,99.98905523858953
241,100.28176227807364
242,100.176211777277
243,100.01947425411866
244,100.00596549612186
245,99.79640496278957
246,99.66834888714996
247,99.9396408306934
248,100.09376959714098
249,99.80813267814484
250,100.06101567251218
251,100.30828797847248
252,100.19519124093911
253,100.34689286469936
254,100.3668269834547
255,100.32163867235963
256,99.89635475966544
257,99.68583637853779
258,99.81916363296914
259,99.54190671550583
260,99.36643505080829
261,99.25434367065064
262,99.24874362960007
263,98.95366844219836
264,98.93080205298396
265,98.60514324272012
266,98.46612619689228
267,98.20493215232221
268,98.13466117873412
269,97.72987243607362
270,97.64780673334737
271,97.32497506529562
272,97.22960760329518
273,96.92435329143687
274,96.8251176684496
275,96.83263462439687
276,96.8827148113086
277,96.67661545953378
278,96.50707448243635
279,96.34878836035512
280,96.28342493185266
